이미지,신뢰도,최고IoU,x1,y1,x2,y2
01889.jpg,0.340766966342926,0.0,0.9923721551895142,0.5677887797355652,1.0,0.5886522531509399
01889.jpg,0.25221386551856995,0.0,0.9885534048080444,0.6770365238189697,0.9997278451919556,0.6970889568328857
01902.jpg,0.3729926347732544,0.3332177929183848,0.22910882532596588,0.713529646396637,0.2469521164894104,0.7332391738891602
02007.jpg,0.628895103931427,0.0,0.236649751663208,0.5641098022460938,0.2556978762149811,0.5818843245506287
02026.jpg,0.7111570835113525,0.0,0.5852468013763428,0.3519343435764313,0.6084625720977783,0.3740162253379822
02053.jpg,0.6151294112205505,0.0,0.0002418816147837788,0.3913263976573944,0.023359542712569237,0.4364783763885498
02062.jpg,0.2709972858428955,0.6280627385801023,0.19179405272006989,0.5637434720993042,0.20552846789360046,0.5738729238510132
02107.jpg,0.3401351273059845,0.6504853177879212,0.37613171339035034,0.5377650856971741,0.3871447443962097,0.5484589338302612
02113.jpg,0.2907293736934662,0.0,0.7342187762260437,0.48682770133018494,0.7615729570388794,0.5123746395111084
02114.jpg,0.47647735476493835,0.0,0.7248086929321289,0.48603928089141846,0.760749876499176,0.513680636882782
02147.jpg,0.32472267746925354,0.7511445403398687,0.35784849524497986,0.20259249210357666,0.37882986664772034,0.21469087898731232
02181.jpg,0.42467525601387024,0.7897308544049945,0.3533764183521271,0.2276410311460495,0.3705676794052124,0.2432880997657776
